style,year,co_style,co_count,sample_size
Dance-Pop,1978,Rhythm & Blues,1,26
Dance-Pop,1978,Soul,1,26
Dance-Pop,1978,Hi NRG,1,26
Dance-Pop,1978,Synth-pop,1,26
Dance-Pop,1978,Soundtrack,1,26
Dance-Pop,1978,Soft Rock,1,26
Dance-Pop,1978,Ballad,1,26
Dance-Pop,1978,Classic Rock,1,26
Dance-Pop,1978,Stage & Screen,1,26
Dance-Pop,1979,Dance-pop,31,31
Dance-Pop,1979,Electronic,28,31
Dance-Pop,1979,Rock,6,31
Dance-Pop,1979,Funk / Soul,9,31
Dance-Pop,1979,Pop,25,31
Dance-Pop,1979,"Folk, World, & Country",1,31
Dance-Pop,1979,Disco,21,31
Dance-Pop,1979,Electro,1,31
Dance-Pop,1979,Synth-pop,2,31
Dance-Pop,1979,Alternative Rock,1,31
Dance-Pop,1979,Europop,3,31
Dance-Pop,1979,Latin,1,31
Dance-Pop,1979,P.Funk,1,31
Dance-Pop,1979,Art Rock,1,31
Dance-Pop,1979,Vocal,1,31
Dance-Pop,1979,New Wave,2,31
Dance-Pop,1980,Dance-pop,28,28
Dance-Pop,1980,Electronic,24,28
Dance-Pop,1980,Funk / Soul,11,28
Dance-Pop,1980,Pop,18,28
Dance-Pop,1980,Rock,9,28
Dance-Pop,1980,Disco,16,28
Dance-Pop,1980,Stage & Screen,2,28
Dance-Pop,1980,Funk,4,28
Dance-Pop,1980,Latin,3,28
Dance-Pop,1980,Chanson,1,28
Dance-Pop,1980,New Wave,2,28
Dance-Pop,1980,Danzon,1,28
Dance-Pop,1980,Public Broadcast,1,28
Dance-Pop,1980,Art Rock,1,28
Dance-Pop,1980,Europop,1,28
Dance-Pop,1980,Vocal,3,28
Dance-Pop,1980,Italo-Disco,2,28
Dance-Pop,1980,Soul,2,28
Dance-Pop,1980,Synth-pop,5,28
Dance-Pop,1980,Hip Hop,1,28
Dance-Pop,1980,Electro,1,28
Dance-Pop,1980,Children's,1,28
Dance-Pop,1980,Rhythm & Blues,1,28
Dance-Pop,1980,"Folk, World, & Country",4,28
Dance-Pop,1980,Ska,1,28
Dance-Pop,1980,Post-Punk,2,28
Dance-Pop,1980,Hard Rock,2,28
Dance-Pop,1980,Jazz-Rock,2,28
Dance-Pop,1980,Jazz,2,28
Dance-Pop,1980,Pop Rock,1,28
Dance-Pop,1980,Classic Rock,1,28
Dance-Pop,1980,Folk,1,28
Dance-Pop,1980,Country,1,28
Dance-Pop,1981,Dance-pop,50,50
Dance-Pop,1981,Electronic,38,50
Dance-Pop,1981,Rock,10,50
Dance-Pop,1981,Funk / Soul,16,50
Dance-Pop,1981,Pop,32,50
Dance-Pop,1981,Disco,22,50
Dance-Pop,1981,Latin,5,50
Dance-Pop,1981,Boogie,2,50
Dance-Pop,1981,Schlager,1,50
Dance-Pop,1981,Dub,1,50
Dance-Pop,1981,Reggae,1,50
Dance-Pop,1981,Beat,1,50
Dance-Pop,1981,Twist,1,50
Dance-Pop,1981,Synth-pop,8,50
Dance-Pop,1981,Pop Rock,9,50
Dance-Pop,1981,Vocal,6,50
Dance-Pop,1981,Folk,1,50
Dance-Pop,1981,"Folk, World, & Country",1,50
Dance-Pop,1981,Stage & Screen,1,50
Dance-Pop,1981,Novelty,1,50
Dance-Pop,1981,New Wave,3,50
Dance-Pop,1981,Europop,3,50
Dance-Pop,1981,Ballad,5,50
Dance-Pop,1981,Jazz-Funk,1,50
Dance-Pop,1981,Jazz,1,50
Dance-Pop,1981,Euro-Disco,1,50
Dance-Pop,1982,Dance-pop,50,50
Dance-Pop,1982,Electronic,38,50
Dance-Pop,1982,Rock,10,50
Dance-Pop,1982,Pop,37,50
Dance-Pop,1982,Funk / Soul,16,50
Dance-Pop,1982,Leftfield,1,50
Dance-Pop,1982,Disco,9,50
Dance-Pop,1982,Boogie,2,50
Dance-Pop,1982,Europop,3,50
Dance-Pop,1982,Abstract,1,50
Dance-Pop,1982,Latin,3,50
Dance-Pop,1982,Children's,2,50
Dance-Pop,1982,Funk,1,50
Dance-Pop,1982,Vocal,1,50
Dance-Pop,1982,Pop Rap,3,50
Dance-Pop,1982,Synth-pop,3,50
Dance-Pop,1982,Pop Rock,2,50
Dance-Pop,1982,Soul,1,50
Dance-Pop,1982,Downtempo,1,50
Dance-Pop,1982,Ballad,1,50
Dance-Pop,1983,Dance-pop,50,50
Dance-Pop,1983,Electronic,46,50
Dance-Pop,1983,Latin,1,50
Dance-Pop,1983,Pop,36,50
Dance-Pop,1983,Rock,6,50
Dance-Pop,1983,Funk / Soul,7,50
Dance-Pop,1983,Reggae,1,50
Dance-Pop,1983,Children's,1,50
Dance-Pop,1984,Dance-pop,50,50
Dance-Pop,1984,Electronic,46,50
Dance-Pop,1984,Pop,34,50
Dance-Pop,1984,Funk / Soul,6,50
Dance-Pop,1984,Rock,5,50
Dance-Pop,1984,Stage & Screen,1,50
Dance-Pop,1985,Dance-pop,50,50
Dance-Pop,1985,Electronic,47,50
Dance-Pop,1985,Pop,31,50
Dance-Pop,1985,Funk / Soul,9,50
Dance-Pop,1985,Stage & Screen,4,50
Dance-Pop,1985,Latin,1,50
Dance-Pop,1985,Jazz,1,50
Dance-Pop,1985,Rock,1,50
Dance-Pop,1986,Dance-pop,50,50
Dance-Pop,1986,Electronic,47,50
Dance-Pop,1986,Pop,35,50
Dance-Pop,1986,Funk / Soul,14,50
Dance-Pop,1986,Latin,1,50
Dance-Pop,1986,Rock,2,50
Dance-Pop,1987,Dance-pop,50,50
Dance-Pop,1987,Electronic,43,50
Dance-Pop,1987,Pop,33,50
Dance-Pop,1987,Stage & Screen,1,50
Dance-Pop,1987,Funk / Soul,9,50
Dance-Pop,1987,Latin,6,50
Dance-Pop,1988,Dance-pop,50,50
Dance-Pop,1988,Electronic,48,50
Dance-Pop,1988,Rock,3,50
Dance-Pop,1988,Pop,36,50
Dance-Pop,1988,Funk / Soul,2,50
Dance-Pop,1988,"Folk, World, & Country",1,50
Dance-Pop,1988,Hip Hop,2,50
Dance-Pop,1988,Reggae,1,50
Dance-Pop,1989,Dance-pop,50,50
Dance-Pop,1989,Electronic,46,50
Dance-Pop,1989,Pop,33,50
Dance-Pop,1989,Children's,2,50
Dance-Pop,1989,Stage & Screen,1,50
Dance-Pop,1989,Jazz,1,50
Dance-Pop,1989,Latin,5,50
Dance-Pop,1989,"Folk, World, & Country",1,50
Dance-Pop,1989,Funk / Soul,4,50
Dance-Pop,1989,Hip Hop,1,50
Dance-Pop,1989,Rock,1,50
Dance-Pop,1990,Dance-pop,50,50
Dance-Pop,1990,Electronic,47,50
Dance-Pop,1990,"Folk, World, & Country",4,50
Dance-Pop,1990,Pop,31,50
Dance-Pop,1990,Latin,2,50
Dance-Pop,1990,Jazz,1,50
Dance-Pop,1990,Rock,3,50
Dance-Pop,1990,Reggae,1,50
Dance-Pop,1990,Funk / Soul,3,50
Dance-Pop,1990,Hip Hop,2,50
House,1978,Euro House,1,1
House,1978,Electronic,1,1
House,1978,Pop,1,1
House,1982,Garage House,39,42
House,1982,Disco,41,42
House,1982,Electronic,42,42
House,1982,Funk / Soul,33,42
House,1982,Leftfield,3,42
House,1982,Dub,12,42
House,1982,Electro,8,42
House,1982,Acid House,1,42
House,1982,Bhangra,1,42
House,1982,"Folk, World, & Country",1,42
House,1982,Soul,17,42
House,1982,Funk,15,42
House,1982,Downtempo,5,42
House,1982,Italo House,1,42
House,1982,Synth-pop,8,42
House,1982,Modern Classical,1,42
House,1982,Ghetto House,1,42
House,1982,Goth Rock,7,42
House,1982,New Wave,7,42
House,1982,Post-Punk,7,42
House,1982,Power Pop,7,42
House,1982,Reggae,7,42
House,1982,Reggae-Pop,7,42
House,1982,Ska,7,42
House,1982,Vocal,7,42
House,1982,Rock,7,42
House,1982,Pop,7,42
House,1983,Acid House,1,50
House,1983,Electronic,48,50
House,1983,Euro House,3,50
House,1983,Pop,4,50
House,1983,Disco,44,50
House,1983,Funk / Soul,21,50
House,1983,Garage House,43,50
House,1983,Boogie,1,50
House,1983,Hip Hop,2,50
House,1983,Afrobeat,1,50
House,1983,Hip-House,1,50
House,1984,Electronic,50,50
House,1984,Garage House,19,50
House,1984,Electro,8,50
House,1984,Funk / Soul,7,50
House,1984,Disco,12,50
House,1984,Hip-House,3,50
House,1984,Euro House,3,50
House,1984,Electro House,1,50
House,1984,Pop,1,50
House,1984,Freestyle,1,50
House,1984,Funk,1,50
House,1984,Boogie,1,50
House,1985,Electronic,50,50
House,1985,Funk / Soul,1,50
House,1985,Acid House,1,50
House,1985,Deep House,2,50
House,1985,Garage House,1,50
House,1986,Electronic,50,50
House,1986,Pop,1,50
House,1987,Electronic,50,50
House,1987,Pop,1,50
House,1987,Funk / Soul,2,50
House,1988,Electronic,50,50
House,1988,Hip Hop,1,50
House,1988,Pop,4,50
House,1988,Rock,1,50
House,1989,Electronic,50,50
House,1989,Hip Hop,5,50
House,1989,Pop,4,50
House,1989,Latin,2,50
House,1990,Electronic,50,50
House,1990,Hip Hop,7,50
House,1990,Pop,3,50
Techno,1974,Experimental,1,1
Techno,1974,Electronic,1,1
Techno,1975,Ambient,1,1
Techno,1975,Electronic,1,1
Techno,1978,Disco,1,1
Techno,1978,Dance-pop,1,1
Techno,1978,Electronic,1,1
Techno,1978,Pop,1,1
Techno,1979,Experimental,1,1
Techno,1979,New Wave,1,1
Techno,1979,Leftfield,1,1
Techno,1979,Minimal Techno,1,1
Techno,1979,Electronic,1,1
Techno,1979,Rock,1,1
Techno,1980,Electro,1,1
Techno,1980,Minimal,1,1
Techno,1980,Italo-Disco,1,1
Techno,1980,Ambient,1,1
Techno,1980,Synth-pop,1,1
Techno,1980,Electronic,1,1
Techno,1980,Pop,1,1
Techno,1981,Minimal Techno,2,14
Techno,1981,Electronic,14,14
Techno,1981,Electro,4,14
Techno,1981,Synth-pop,5,14
Techno,1981,Experimental,1,14
Techno,1981,Vocal,3,14
Techno,1981,Surf,2,14
Techno,1981,Rock,3,14
Techno,1981,Pop,3,14
Techno,1981,New Wave,2,14
Techno,1981,Industrial,1,14
Techno,1981,Minimal,1,14
Techno,1981,Trance,1,14
Techno,1982,Electronic,14,14
Techno,1982,Pop,6,14
Techno,1982,Electro,4,14
Techno,1982,Minimal Techno,1,14
Techno,1982,Synth-pop,6,14
Techno,1982,Funk / Soul,2,14
Techno,1982,Score,1,14
Techno,1982,Stage & Screen,1,14
Techno,1982,Pop Rock,1,14
Techno,1982,Rock,1,14
Techno,1983,Electronic,18,18
Techno,1983,Pop,7,18
Techno,1983,Disco,2,18
Techno,1983,Rock,2,18
Techno,1983,Funk / Soul,2,18
Techno,1983,Exotica,1,18
Techno,1983,Electro,4,18
Techno,1983,Synth-pop,10,18
Techno,1983,New Age,1,18
Techno,1983,Synthwave,1,18
Techno,1984,Electronic,32,33
Techno,1984,Pop,20,33
Techno,1984,Rock,7,33
Techno,1984,Stage & Screen,5,33
Techno,1984,Soundtrack,3,33
Techno,1984,Ballad,4,33
Techno,1984,Electro,5,33
Techno,1984,Prog Rock,2,33
Techno,1984,New Wave,2,33
Techno,1984,Abstract,2,33
Techno,1984,Breaks,1,33
Techno,1984,Synth-pop,7,33
Techno,1984,Minimal,1,33
Techno,1984,Funk,4,33
Techno,1984,Dancehall,1,33
Techno,1984,Reggae,1,33
Techno,1984,Funk / Soul,4,33
Techno,1984,Italo-Disco,1,33
Techno,1984,House,1,33
Techno,1984,Experimental,1,33
Techno,1984,Dance-pop,3,33
Techno,1984,Latin,6,33
Techno,1984,Parody,1,33
Techno,1984,Speech,1,33
Techno,1984,Blues,1,33
Techno,1984,Non-Music,1,33
Techno,1984,Afrobeat,2,33
Techno,1984,Flamenco,1,33
Techno,1984,Arena Rock,1,33
Techno,1984,Disco,1,33
Techno,1984,Modern Classical,1,33
Techno,1984,Easy Listening,1,33
Techno,1984,Soft Rock,1,33
Techno,1984,Ambient,1,33
Techno,1984,Acoustic,1,33
Techno,1984,Downtempo,1,33
Techno,1984,"Folk, World, & Country",1,33
Techno,1985,Electronic,39,41
Techno,1985,Electro,8,41
Techno,1985,House,1,41
Techno,1985,Disco,4,41
Techno,1985,Hip Hop,2,41
Techno,1985,Cumbia,2,41
Techno,1985,Latin,3,41
Techno,1985,Downtempo,2,41
Techno,1985,Synth-pop,18,41
Techno,1985,Pop,13,41
Techno,1985,Jazz,2,41
Techno,1985,Rock,8,41
Techno,1985,Reggae,1,41
Techno,1985,Funk / Soul,1,41
Techno,1985,Blues,1,41
Techno,1985,Classical,1,41
Techno,1985,Brass & Military,1,41
Techno,1985,"Folk, World, & Country",1,41
Techno,1985,Stage & Screen,2,41
Techno,1985,New Wave,8,41
Techno,1985,Pop Rock,2,41
Techno,1985,Soundtrack,1,41
Techno,1985,Score,1,41
Techno,1985,Europop,2,41
Techno,1985,Minimal,1,41
Techno,1985,Basque Music,1,41
Techno,1985,City Pop,1,41
Techno,1985,Abstract,2,41
Techno,1985,Future Jazz,1,41
Techno,1985,Ambient,2,41
Techno,1985,Experimental,2,41
Techno,1985,Dark Ambient,1,41
Techno,1985,Synthwave,1,41
Techno,1985,Dub Techno,1,41
Techno,1985,Freestyle,1,41
Techno,1985,Industrial,2,41
Techno,1985,Tribal,1,41
Techno,1985,Rhythmic Noise,1,41
Techno,1985,Acid,1,41
Techno,1985,Musique Concrète,1,41
Techno,1986,Electronic,50,50
Techno,1986,Stage & Screen,2,50
Techno,1986,Rock,5,50
Techno,1986,Electro,17,50
Techno,1986,Funk,1,50
Techno,1986,Latin,2,50
Techno,1986,Funk / Soul,1,50
Techno,1986,Italodance,1,50
Techno,1986,Experimental,3,50
Techno,1986,Disco,2,50
Techno,1986,House,5,50
Techno,1986,Rumba,1,50
Techno,1986,Flamenco,1,50
Techno,1986,Pop,8,50
Techno,1986,Pop Rock,2,50
Techno,1986,Synth-pop,13,50
Techno,1986,Industrial,1,50
Techno,1986,Abstract,1,50
Techno,1986,Italo-Disco,1,50
Techno,1986,Classical,1,50
Techno,1986,Children's,1,50
Techno,1986,Hip Hop,1,50
Techno,1986,Funk Metal,1,50
Techno,1986,EBM,1,50
Techno,1987,Electronic,50,50
Techno,1987,Rock,2,50
Techno,1987,Pop,1,50
Techno,1988,Electronic,50,50
Techno,1988,Rock,1,50
Techno,1988,Pop,3,50
Techno,1989,Electronic,50,50
Techno,1989,Latin,1,50
Techno,1989,Pop,1,50
Techno,1989,Hip Hop,1,50
Techno,1990,Electronic,50,50
Techno,1990,Pop,1,50
