style,country,year,count
Techno,Germany,1970,0
Techno,Germany,1971,0
Techno,Germany,1972,0
Techno,Germany,1973,0
Techno,Germany,1974,0
Techno,Germany,1975,0
Techno,Germany,1976,0
Techno,Germany,1977,0
Techno,Germany,1978,0
Techno,Germany,1979,0
Techno,Germany,1980,0
Techno,Germany,1981,1
Techno,Germany,1982,0
Techno,Germany,1983,1
Techno,Germany,1984,0
Techno,Germany,1985,2
Techno,Germany,1986,8
Techno,Germany,1987,5
Techno,Germany,1988,46
Techno,Germany,1989,140
Techno,Germany,1990,362
Techno,Spain,1970,0
Techno,Spain,1971,0
Techno,Spain,1972,0
Techno,Spain,1973,0
Techno,Spain,1974,0
Techno,Spain,1975,0
Techno,Spain,1976,0
Techno,Spain,1977,0
Techno,Spain,1978,0
Techno,Spain,1979,0
Techno,Spain,1980,0
Techno,Spain,1981,2
Techno,Spain,1982,8
Techno,Spain,1983,3
Techno,Spain,1984,13
Techno,Spain,1985,11
Techno,Spain,1986,9
Techno,Spain,1987,4
Techno,Spain,1988,19
Techno,Spain,1989,26
Techno,Spain,1990,92
New Wave,ALL,1970,0
New Wave,ALL,1971,0
New Wave,ALL,1972,0
New Wave,ALL,1973,1
New Wave,ALL,1974,1
New Wave,ALL,1975,34
New Wave,ALL,1976,160
New Wave,ALL,1977,1021
New Wave,ALL,1978,3227
New Wave,ALL,1979,6420
New Wave,ALL,1980,10167
New Wave,ALL,1981,11036
New Wave,ALL,1982,12404
New Wave,ALL,1983,11331
New Wave,ALL,1984,9851
New Wave,ALL,1985,8403
New Wave,ALL,1986,7267
New Wave,ALL,1987,6234
New Wave,ALL,1988,5141
New Wave,ALL,1989,4208
New Wave,ALL,1990,3437
New Wave,US,1970,0
New Wave,US,1971,0
New Wave,US,1972,0
New Wave,US,1973,1
New Wave,US,1974,1
New Wave,US,1975,16
New Wave,US,1976,64
New Wave,US,1977,231
New Wave,US,1978,634
New Wave,US,1979,1290
New Wave,US,1980,1912
New Wave,US,1981,1795
New Wave,US,1982,2301
New Wave,US,1983,2361
New Wave,US,1984,1841
New Wave,US,1985,1424
New Wave,US,1986,1331
New Wave,US,1987,1149
New Wave,US,1988,842
New Wave,US,1989,772
New Wave,US,1990,456
New Wave,UK,1970,0
New Wave,UK,1971,0
New Wave,UK,1972,0
New Wave,UK,1973,0
New Wave,UK,1974,0
New Wave,UK,1975,4
New Wave,UK,1976,24
New Wave,UK,1977,290
New Wave,UK,1978,974
New Wave,UK,1979,1851
New Wave,UK,1980,2414
New Wave,UK,1981,2569
New Wave,UK,1982,2362
New Wave,UK,1983,1976
New Wave,UK,1984,1707
New Wave,UK,1985,1412
New Wave,UK,1986,1234
New Wave,UK,1987,928
New Wave,UK,1988,827
New Wave,UK,1989,647
New Wave,UK,1990,551
New Wave,Italy,1970,0
New Wave,Italy,1971,0
New Wave,Italy,1972,0
New Wave,Italy,1973,0
New Wave,Italy,1974,0
New Wave,Italy,1975,0
New Wave,Italy,1976,4
New Wave,Italy,1977,37
New Wave,Italy,1978,116
New Wave,Italy,1979,155
New Wave,Italy,1980,375
New Wave,Italy,1981,413
New Wave,Italy,1982,352
New Wave,Italy,1983,301
New Wave,Italy,1984,308
New Wave,Italy,1985,308
New Wave,Italy,1986,287
New Wave,Italy,1987,256
New Wave,Italy,1988,215
New Wave,Italy,1989,156
New Wave,Italy,1990,179
New Wave,Germany,1970,0
New Wave,Germany,1971,0
New Wave,Germany,1972,0
New Wave,Germany,1973,0
New Wave,Germany,1974,0
New Wave,Germany,1975,0
New Wave,Germany,1976,4
New Wave,Germany,1977,69
New Wave,Germany,1978,207
New Wave,Germany,1979,405
New Wave,Germany,1980,775
New Wave,Germany,1981,1043
New Wave,Germany,1982,1511
New Wave,Germany,1983,1095
New Wave,Germany,1984,717
New Wave,Germany,1985,609
New Wave,Germany,1986,503
New Wave,Germany,1987,436
New Wave,Germany,1988,363
New Wave,Germany,1989,276
New Wave,Germany,1990,294
New Wave,Spain,1970,0
New Wave,Spain,1971,0
New Wave,Spain,1972,0
New Wave,Spain,1973,0
New Wave,Spain,1974,0
New Wave,Spain,1975,0
New Wave,Spain,1976,4
New Wave,Spain,1977,23
New Wave,Spain,1978,102
New Wave,Spain,1979,169
New Wave,Spain,1980,348
New Wave,Spain,1981,318
New Wave,Spain,1982,442
New Wave,Spain,1983,426
New Wave,Spain,1984,416
New Wave,Spain,1985,299
New Wave,Spain,1986,298
New Wave,Spain,1987,230
New Wave,Spain,1988,139
New Wave,Spain,1989,129
New Wave,Spain,1990,96
Punk,ALL,1970,32
Punk,ALL,1971,27
Punk,ALL,1972,27
Punk,ALL,1973,47
Punk,ALL,1974,20
Punk,ALL,1975,75
Punk,ALL,1976,295
Punk,ALL,1977,2428
Punk,ALL,1978,3673
Punk,ALL,1979,4342
Punk,ALL,1980,5442
Punk,ALL,1981,5113
Punk,ALL,1982,5121
Punk,ALL,1983,4500
Punk,ALL,1984,4420
Punk,ALL,1985,4842
Punk,ALL,1986,5357
Punk,ALL,1987,5529
Punk,ALL,1988,5949
Punk,ALL,1989,6680
Punk,ALL,1990,7404
Punk,US,1970,16
Punk,US,1971,14
Punk,US,1972,11
Punk,US,1973,21
Punk,US,1974,10
Punk,US,1975,35
Punk,US,1976,109
Punk,US,1977,420
Punk,US,1978,657
Punk,US,1979,858
Punk,US,1980,1168
Punk,US,1981,1188
Punk,US,1982,1195
Punk,US,1983,1233
Punk,US,1984,1134
Punk,US,1985,1352
Punk,US,1986,1547
Punk,US,1987,1660
Punk,US,1988,1899
Punk,US,1989,2109
Punk,US,1990,2444
Punk,UK,1970,1
Punk,UK,1971,3
Punk,UK,1972,1
Punk,UK,1973,3
Punk,UK,1974,1
Punk,UK,1975,7
Punk,UK,1976,63
Punk,UK,1977,842
Punk,UK,1978,1263
Punk,UK,1979,1566
Punk,UK,1980,1512
Punk,UK,1981,1301
Punk,UK,1982,1379
Punk,UK,1983,1073
Punk,UK,1984,978
Punk,UK,1985,1023
Punk,UK,1986,965
Punk,UK,1987,904
Punk,UK,1988,809
Punk,UK,1989,912
Punk,UK,1990,885
Punk,Italy,1970,3
Punk,Italy,1971,2
Punk,Italy,1972,0
Punk,Italy,1973,1
Punk,Italy,1974,0
Punk,Italy,1975,1
Punk,Italy,1976,3
Punk,Italy,1977,99
Punk,Italy,1978,131
Punk,Italy,1979,66
Punk,Italy,1980,147
Punk,Italy,1981,136
Punk,Italy,1982,130
Punk,Italy,1983,114
Punk,Italy,1984,118
Punk,Italy,1985,131
Punk,Italy,1986,107
Punk,Italy,1987,111
Punk,Italy,1988,136
Punk,Italy,1989,130
Punk,Italy,1990,153
Punk,Germany,1970,5
Punk,Germany,1971,2
Punk,Germany,1972,1
Punk,Germany,1973,2
Punk,Germany,1974,0
Punk,Germany,1975,2
Punk,Germany,1976,21
Punk,Germany,1977,142
Punk,Germany,1978,198
Punk,Germany,1979,232
Punk,Germany,1980,411
Punk,Germany,1981,554
Punk,Germany,1982,536
Punk,Germany,1983,387
Punk,Germany,1984,430
Punk,Germany,1985,443
Punk,Germany,1986,477
Punk,Germany,1987,550
Punk,Germany,1988,635
Punk,Germany,1989,834
Punk,Germany,1990,997
Punk,Spain,1970,0
Punk,Spain,1971,0
Punk,Spain,1972,0
Punk,Spain,1973,2
Punk,Spain,1974,1
Punk,Spain,1975,3
Punk,Spain,1976,8
Punk,Spain,1977,56
Punk,Spain,1978,117
Punk,Spain,1979,67
Punk,Spain,1980,129
Punk,Spain,1981,90
Punk,Spain,1982,130
Punk,Spain,1983,178
Punk,Spain,1984,176
Punk,Spain,1985,169
Punk,Spain,1986,240
Punk,Spain,1987,228
Punk,Spain,1988,191
Punk,Spain,1989,169
Punk,Spain,1990,239
Heavy Metal,ALL,1970,139
Heavy Metal,ALL,1971,242
Heavy Metal,ALL,1972,218
Heavy Metal,ALL,1973,200
Heavy Metal,ALL,1974,190
Heavy Metal,ALL,1975,228
Heavy Metal,ALL,1976,460
Heavy Metal,ALL,1977,449
Heavy Metal,ALL,1978,568
Heavy Metal,ALL,1979,536
Heavy Metal,ALL,1980,1653
Heavy Metal,ALL,1981,2081
Heavy Metal,ALL,1982,2291
Heavy Metal,ALL,1983,3418
Heavy Metal,ALL,1984,4587
Heavy Metal,ALL,1985,4485
Heavy Metal,ALL,1986,4848
Heavy Metal,ALL,1987,4730
Heavy Metal,ALL,1988,5535
Heavy Metal,ALL,1989,5603
Heavy Metal,ALL,1990,5435
Heavy Metal,US,1970,20
Heavy Metal,US,1971,102
Heavy Metal,US,1972,45
Heavy Metal,US,1973,36
Heavy Metal,US,1974,83
Heavy Metal,US,1975,53
Heavy Metal,US,1976,116
Heavy Metal,US,1977,123
Heavy Metal,US,1978,145
Heavy Metal,US,1979,133
Heavy Metal,US,1980,251
Heavy Metal,US,1981,350
Heavy Metal,US,1982,406
Heavy Metal,US,1983,843
Heavy Metal,US,1984,1056
Heavy Metal,US,1985,1158
Heavy Metal,US,1986,1358
Heavy Metal,US,1987,1501
Heavy Metal,US,1988,1734
Heavy Metal,US,1989,1743
Heavy Metal,US,1990,1444
Heavy Metal,UK,1970,21
Heavy Metal,UK,1971,17
Heavy Metal,UK,1972,20
Heavy Metal,UK,1973,29
Heavy Metal,UK,1974,19
Heavy Metal,UK,1975,29
Heavy Metal,UK,1976,94
Heavy Metal,UK,1977,61
Heavy Metal,UK,1978,90
Heavy Metal,UK,1979,130
Heavy Metal,UK,1980,503
Heavy Metal,UK,1981,448
Heavy Metal,UK,1982,495
Heavy Metal,UK,1983,580
Heavy Metal,UK,1984,625
Heavy Metal,UK,1985,462
Heavy Metal,UK,1986,544
Heavy Metal,UK,1987,428
Heavy Metal,UK,1988,480
Heavy Metal,UK,1989,547
Heavy Metal,UK,1990,488
Heavy Metal,Italy,1970,16
Heavy Metal,Italy,1971,5
Heavy Metal,Italy,1972,7
Heavy Metal,Italy,1973,10
Heavy Metal,Italy,1974,0
Heavy Metal,Italy,1975,4
Heavy Metal,Italy,1976,11
Heavy Metal,Italy,1977,8
Heavy Metal,Italy,1978,17
Heavy Metal,Italy,1979,9
Heavy Metal,Italy,1980,22
Heavy Metal,Italy,1981,96
Heavy Metal,Italy,1982,60
Heavy Metal,Italy,1983,72
Heavy Metal,Italy,1984,102
Heavy Metal,Italy,1985,107
Heavy Metal,Italy,1986,118
Heavy Metal,Italy,1987,115
Heavy Metal,Italy,1988,164
Heavy Metal,Italy,1989,121
Heavy Metal,Italy,1990,160
Heavy Metal,Germany,1970,9
Heavy Metal,Germany,1971,7
Heavy Metal,Germany,1972,18
Heavy Metal,Germany,1973,12
Heavy Metal,Germany,1974,5
Heavy Metal,Germany,1975,12
Heavy Metal,Germany,1976,18
Heavy Metal,Germany,1977,29
Heavy Metal,Germany,1978,27
Heavy Metal,Germany,1979,21
Heavy Metal,Germany,1980,117
Heavy Metal,Germany,1981,145
Heavy Metal,Germany,1982,116
Heavy Metal,Germany,1983,133
Heavy Metal,Germany,1984,252
Heavy Metal,Germany,1985,338
Heavy Metal,Germany,1986,311
Heavy Metal,Germany,1987,349
Heavy Metal,Germany,1988,478
Heavy Metal,Germany,1989,488
Heavy Metal,Germany,1990,525
Heavy Metal,Spain,1970,3
Heavy Metal,Spain,1971,5
Heavy Metal,Spain,1972,3
Heavy Metal,Spain,1973,3
Heavy Metal,Spain,1974,2
Heavy Metal,Spain,1975,4
Heavy Metal,Spain,1976,17
Heavy Metal,Spain,1977,17
Heavy Metal,Spain,1978,14
Heavy Metal,Spain,1979,15
Heavy Metal,Spain,1980,66
Heavy Metal,Spain,1981,121
Heavy Metal,Spain,1982,147
Heavy Metal,Spain,1983,165
Heavy Metal,Spain,1984,271
Heavy Metal,Spain,1985,200
Heavy Metal,Spain,1986,245
Heavy Metal,Spain,1987,240
Heavy Metal,Spain,1988,215
Heavy Metal,Spain,1989,138
Heavy Metal,Spain,1990,141
Hip Hop,ALL,1970,0
Hip Hop,ALL,1971,2
Hip Hop,ALL,1972,0
Hip Hop,ALL,1973,0
Hip Hop,ALL,1974,0
Hip Hop,ALL,1975,2
Hip Hop,ALL,1976,1
Hip Hop,ALL,1977,0
Hip Hop,ALL,1978,1
Hip Hop,ALL,1979,234
Hip Hop,ALL,1980,784
Hip Hop,ALL,1981,691
Hip Hop,ALL,1982,1030
Hip Hop,ALL,1983,1889
Hip Hop,ALL,1984,3060
Hip Hop,ALL,1985,2837
Hip Hop,ALL,1986,3500
Hip Hop,ALL,1987,4583
Hip Hop,ALL,1988,7627
Hip Hop,ALL,1989,9975
Hip Hop,ALL,1990,13509
Hip Hop,US,1970,0
Hip Hop,US,1971,1
Hip Hop,US,1972,0
Hip Hop,US,1973,0
Hip Hop,US,1974,0
Hip Hop,US,1975,0
Hip Hop,US,1976,0
Hip Hop,US,1977,0
Hip Hop,US,1978,0
Hip Hop,US,1979,134
Hip Hop,US,1980,377
Hip Hop,US,1981,412
Hip Hop,US,1982,562
Hip Hop,US,1983,816
Hip Hop,US,1984,1340
Hip Hop,US,1985,1802
Hip Hop,US,1986,2029
Hip Hop,US,1987,2561
Hip Hop,US,1988,3908
Hip Hop,US,1989,5075
Hip Hop,US,1990,5857
Hip Hop,UK,1970,0
Hip Hop,UK,1971,0
Hip Hop,UK,1972,0
Hip Hop,UK,1973,0
Hip Hop,UK,1974,0
Hip Hop,UK,1975,0
Hip Hop,UK,1976,0
Hip Hop,UK,1977,0
Hip Hop,UK,1978,0
Hip Hop,UK,1979,25
Hip Hop,UK,1980,29
Hip Hop,UK,1981,52
Hip Hop,UK,1982,109
Hip Hop,UK,1983,252
Hip Hop,UK,1984,313
Hip Hop,UK,1985,343
Hip Hop,UK,1986,542
Hip Hop,UK,1987,722
Hip Hop,UK,1988,1311
Hip Hop,UK,1989,1453
Hip Hop,UK,1990,2099
Hip Hop,Italy,1970,0
Hip Hop,Italy,1971,0
Hip Hop,Italy,1972,0
Hip Hop,Italy,1973,0
Hip Hop,Italy,1974,0
Hip Hop,Italy,1975,0
Hip Hop,Italy,1976,0
Hip Hop,Italy,1977,0
Hip Hop,Italy,1978,0
Hip Hop,Italy,1979,2
Hip Hop,Italy,1980,25
Hip Hop,Italy,1981,8
Hip Hop,Italy,1982,21
Hip Hop,Italy,1983,52
Hip Hop,Italy,1984,57
Hip Hop,Italy,1985,23
Hip Hop,Italy,1986,25
Hip Hop,Italy,1987,46
Hip Hop,Italy,1988,117
Hip Hop,Italy,1989,108
Hip Hop,Italy,1990,157
Hip Hop,Germany,1970,0
Hip Hop,Germany,1971,0
Hip Hop,Germany,1972,0
Hip Hop,Germany,1973,0
Hip Hop,Germany,1974,0
Hip Hop,Germany,1975,0
Hip Hop,Germany,1976,0
Hip Hop,Germany,1977,0
Hip Hop,Germany,1978,0
Hip Hop,Germany,1979,11
Hip Hop,Germany,1980,44
Hip Hop,Germany,1981,41
Hip Hop,Germany,1982,40
Hip Hop,Germany,1983,188
Hip Hop,Germany,1984,215
Hip Hop,Germany,1985,72
Hip Hop,Germany,1986,127
Hip Hop,Germany,1987,168
Hip Hop,Germany,1988,448
Hip Hop,Germany,1989,610
Hip Hop,Germany,1990,963
Hip Hop,Spain,1970,0
Hip Hop,Spain,1971,0
Hip Hop,Spain,1972,0
Hip Hop,Spain,1973,0
Hip Hop,Spain,1974,0
Hip Hop,Spain,1975,0
Hip Hop,Spain,1976,0
Hip Hop,Spain,1977,0
Hip Hop,Spain,1978,0
Hip Hop,Spain,1979,0
Hip Hop,Spain,1980,26
Hip Hop,Spain,1981,12
Hip Hop,Spain,1982,25
Hip Hop,Spain,1983,40
Hip Hop,Spain,1984,79
Hip Hop,Spain,1985,46
Hip Hop,Spain,1986,41
Hip Hop,Spain,1987,88
Hip Hop,Spain,1988,116
Hip Hop,Spain,1989,168
Hip Hop,Spain,1990,298
